Running ./shock1d.py

Starting from step 0
--------------------------------------------------------------------------
By default, for Open MPI 4.0 and later, infiniband ports on a device
are not used by default.  The intent is to use UCX for these devices.
You can override this policy by setting the btl_openib_allow_ib MCA parameter
to true.

  Local host:              lassen801
  Local adapter:           mlx5_1
  Local port:              1

--------------------------------------------------------------------------
--------------------------------------------------------------------------
WARNING: There was an error initializing an OpenFabrics device.

  Local host:   lassen801
  Local device: mlx5_1
--------------------------------------------------------------------------
[lassen801:162898] mca_base_component_repository_open: unable to open mca_pml_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
[1612558629.381319] [lassen801:162898:0]         mxm.c:196  MXM  WARN  The 'ulimit -s' on the system is set to 'unlimited'. This may have negative performance implications. Please set the stack size to the default value (10240) 
[lassen801:162898] mca_base_component_repository_open: unable to open mca_coll_ibm: libcollectives.so.3: cannot open shared object file: No such file or directory (ignored)
[lassen801:162898] mca_base_component_repository_open: unable to open mca_osc_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
Shock capturing parameters: alpha 0.025, s0 -11.0, kappa 0.5
Time step estimate 4.2819136230110855e-07

Viscous timestep estimate 3.8068759989956474e-07

4482 elements
rank 0: sent all mesh partitions
Making discretization
Initializing soln.
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'pressure': 'Pa'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'temperature': 'K'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'mass': 'kg/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'energy': 'J/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'momentum': 'kg*m/s/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
./shock1d.py:330: DeprecationWarning: DGDiscretizationWithBoundaries.order is deprecated, consider using the orders of element groups instead. 'order' will go away in 2021.
  visualizer = make_visualizer(discr, discr.order)
Initialization for Case(y0euler)
===
Num 2d order-1 elements: 4482
Num global elements: 4482
Timestep:        2.5e-07
Final time:      0.0003
CFL:             1.0
Constant CFL:    False
Initialization:  pseudoY0
EOS:             IdealSingleGas

Stepping.
Status: step=0 t=0
------- P(100, 438)
------- T(298, 450)
------- dt=2.5e-07 cfl=1.0
------- errors=0.00165, 793, 1.13, 0
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
step.max=0 | t_sim.max=0 | t_step.max=4.3546 | min_pressure=0 | max_pressure=0 | min_temperature=0 | max_temperature=0 | memory_usage.max=833.188
step.max=918 | t_sim.max=0.0002295 | t_step.max=1.09743 | min_pressure=54.617 | max_pressure=481.376 | min_temperature=192.154 | max_temperature=459.433 | memory_usage.max=2337
step.max=919 | t_sim.max=0.00022975 | t_step.max=1.09951 | min_pressure=87.8927 | max_pressure=481.37 | min_temperature=255.888 | max_temperature=459.432 | memory_usage.max=2341.19
step.max=920 | t_sim.max=0.00023 | t_step.max=1.09616 | min_pressure=74.0716 | max_pressure=481.364 | min_temperature=260.703 | max_temperature=459.431 | memory_usage.max=2341.19
step.max=921 | t_sim.max=0.00023025 | t_step.max=1.09715 | min_pressure=56.6709 | max_pressure=481.359 | min_temperature=219.481 | max_temperature=459.43 | memory_usage.max=2344.69
step.max=922 | t_sim.max=0.0002305 | t_step.max=1.09698 | min_pressure=39.2125 | max_pressure=481.353 | min_temperature=164.953 | max_temperature=459.428 | memory_usage.max=2344.69
step.max=923 | t_sim.max=0.00023075 | t_step.max=1.09659 | min_pressure=27.6035 | max_pressure=481.347 | min_temperature=120.617 | max_temperature=459.427 | memory_usage.max=2344.69
step.max=924 | t_sim.max=0.000231 | t_step.max=1.14389 | min_pressure=27.8484 | max_pressure=481.341 | min_temperature=117.695 | max_temperature=459.426 | memory_usage.max=2348.75
step.max=925 | t_sim.max=0.00023125 | t_step.max=1.14939 | min_pressure=42.9549 | max_pressure=481.335 | min_temperature=162.432 | max_temperature=459.425 | memory_usage.max=2351.31
step.max=926 | t_sim.max=0.0002315 | t_step.max=1.15069 | min_pressure=71.9027 | max_pressure=481.33 | min_temperature=228.587 | max_temperature=459.423 | memory_usage.max=2352.12
step.max=927 | t_sim.max=0.00023175 | t_step.max=1.15014 | min_pressure=80.9463 | max_pressure=481.324 | min_temperature=273.45 | max_temperature=459.422 | memory_usage.max=2352.12
step.max=928 | t_sim.max=0.000232 | t_step.max=1.15048 | min_pressure=64.9194 | max_pressure=481.318 | min_temperature=240.633 | max_temperature=459.421 | memory_usage.max=2356
step.max=929 | t_sim.max=0.00023225 | t_step.max=1.15021 | min_pressure=46.8605 | max_pressure=481.312 | min_temperature=190.496 | max_temperature=459.42 | memory_usage.max=2356
step.max=930 | t_sim.max=0.0002325 | t_step.max=1.14973 | min_pressure=31.7612 | max_pressure=481.307 | min_temperature=137.429 | max_temperature=459.419 | memory_usage.max=2356
step.max=931 | t_sim.max=0.00023275 | t_step.max=1.15047 | min_pressure=25.9609 | max_pressure=481.301 | min_temperature=112.518 | max_temperature=459.417 | memory_usage.max=2359.56
step.max=932 | t_sim.max=0.000233 | t_step.max=1.1498 | min_pressure=34.188 | max_pressure=481.295 | min_temperature=137.248 | max_temperature=459.416 | memory_usage.max=2359.56
step.max=933 | t_sim.max=0.00023325 | t_step.max=1.15124 | min_pressure=57.0778 | max_pressure=481.289 | min_temperature=197.915 | max_temperature=459.415 | memory_usage.max=2363.69
step.max=934 | t_sim.max=0.0002335 | t_step.max=1.15025 | min_pressure=86.8885 | max_pressure=481.284 | min_temperature=261.053 | max_temperature=459.414 | memory_usage.max=2363.69
step.max=935 | t_sim.max=0.00023375 | t_step.max=1.14981 | min_pressure=72.6915 | max_pressure=481.278 | min_temperature=257.904 | max_temperature=459.412 | memory_usage.max=2363.69
step.max=936 | t_sim.max=0.000234 | t_step.max=1.15007 | min_pressure=55.1003 | max_pressure=481.272 | min_temperature=215.122 | max_temperature=459.411 | memory_usage.max=2367.62
step.max=937 | t_sim.max=0.00023425 | t_step.max=1.14983 | min_pressure=37.8835 | max_pressure=481.266 | min_temperature=160.245 | max_temperature=459.41 | memory_usage.max=2367.62
step.max=938 | t_sim.max=0.0002345 | t_step.max=1.15073 | min_pressure=27.0715 | max_pressure=481.261 | min_temperature=118.327 | max_temperature=459.409 | memory_usage.max=2367.62
step.max=939 | t_sim.max=0.00023475 | t_step.max=1.15034 | min_pressure=28.533 | max_pressure=481.255 | min_temperature=119.805 | max_temperature=459.407 | memory_usage.max=2371.69
step.max=940 | t_sim.max=0.000235 | t_step.max=1.15066 | min_pressure=44.9108 | max_pressure=481.249 | min_temperature=167.702 | max_temperature=459.406 | memory_usage.max=2371.69
step.max=941 | t_sim.max=0.00023525 | t_step.max=1.14953 | min_pressure=74.9512 | max_pressure=481.243 | min_temperature=233.587 | max_temperature=459.405 | memory_usage.max=2375.81
step.max=942 | t_sim.max=0.0002355 | t_step.max=1.14909 | min_pressure=79.7235 | max_pressure=481.238 | min_temperature=271.325 | max_temperature=459.404 | memory_usage.max=2375.81
step.max=943 | t_sim.max=0.00023575 | t_step.max=1.15025 | min_pressure=63.3925 | max_pressure=481.232 | min_temperature=236.934 | max_temperature=459.403 | memory_usage.max=2375.81
step.max=944 | t_sim.max=0.000236 | t_step.max=1.16522 | min_pressure=45.3529 | max_pressure=481.226 | min_temperature=185.667 | max_temperature=459.401 | memory_usage.max=2379.94
step.max=945 | t_sim.max=0.00023625 | t_step.max=1.1485 | min_pressure=30.8001 | max_pressure=481.22 | min_temperature=133.664 | max_temperature=459.4 | memory_usage.max=2382.38
step.max=946 | t_sim.max=0.0002365 | t_step.max=1.096 | min_pressure=26.0644 | max_pressure=481.215 | min_temperature=112.585 | max_temperature=459.399 | memory_usage.max=2382.56
step.max=947 | t_sim.max=0.00023675 | t_step.max=1.09578 | min_pressure=35.5913 | max_pressure=481.209 | min_temperature=141.442 | max_temperature=459.398 | memory_usage.max=2382.56
step.max=948 | t_sim.max=0.000237 | t_step.max=1.09665 | min_pressure=59.6532 | max_pressure=481.203 | min_temperature=203.77 | max_temperature=459.396 | memory_usage.max=2386.56
step.max=949 | t_sim.max=0.00023725 | t_step.max=1.09623 | min_pressure=85.8404 | max_pressure=481.197 | min_temperature=266.207 | max_temperature=459.395 | memory_usage.max=2386.56
step.max=950 | t_sim.max=0.0002375 | t_step.max=1.21419 | min_pressure=71.273 | max_pressure=481.192 | min_temperature=254.943 | max_temperature=459.394 | memory_usage.max=2386.56
step.max=951 | t_sim.max=0.00023775 | t_step.max=1.09689 | min_pressure=53.5199 | max_pressure=481.186 | min_temperature=210.628 | max_temperature=459.393 | memory_usage.max=2398.12
step.max=952 | t_sim.max=0.000238 | t_step.max=1.09616 | min_pressure=36.5943 | max_pressure=481.18 | min_temperature=155.597 | max_temperature=459.392 | memory_usage.max=2398.12
step.max=953 | t_sim.max=0.00023825 | t_step.max=1.09649 | min_pressure=26.6325 | max_pressure=481.175 | min_temperature=116.375 | max_temperature=459.39 | memory_usage.max=2398.12
step.max=954 | t_sim.max=0.0002385 | t_step.max=1.09639 | min_pressure=29.3414 | max_pressure=481.169 | min_temperature=122.318 | max_temperature=459.389 | memory_usage.max=2398.12
step.max=955 | t_sim.max=0.00023875 | t_step.max=1.09629 | min_pressure=46.9882 | max_pressure=481.163 | min_temperature=173.168 | max_temperature=459.388 | memory_usage.max=2398.12
step.max=956 | t_sim.max=0.000239 | t_step.max=1.10379 | min_pressure=78.1022 | max_pressure=481.157 | min_temperature=238.631 | max_temperature=459.387 | memory_usage.max=2400.88
step.max=957 | t_sim.max=0.00023925 | t_step.max=1.09667 | min_pressure=78.4586 | max_pressure=481.152 | min_temperature=269.059 | max_temperature=459.385 | memory_usage.max=2403.75
step.max=958 | t_sim.max=0.0002395 | t_step.max=1.09738 | min_pressure=61.841 | max_pressure=481.146 | min_temperature=233.073 | max_temperature=459.384 | memory_usage.max=2403.75
step.max=959 | t_sim.max=0.00023975 | t_step.max=1.0965 | min_pressure=43.8621 | max_pressure=481.14 | min_temperature=180.79 | max_temperature=459.383 | memory_usage.max=2406.06
step.max=960 | t_sim.max=0.00024 | t_step.max=1.09726 | min_pressure=29.9099 | max_pressure=481.135 | min_temperature=130.122 | max_temperature=459.382 | memory_usage.max=2406.06
step.max=961 | t_sim.max=0.00024025 | t_step.max=1.09921 | min_pressure=26.2825 | max_pressure=481.129 | min_temperature=113.068 | max_temperature=459.381 | memory_usage.max=2406.06
step.max=962 | t_sim.max=0.0002405 | t_step.max=1.09669 | min_pressure=37.1202 | max_pressure=481.123 | min_temperature=145.94 | max_temperature=459.379 | memory_usage.max=2411.38
step.max=963 | t_sim.max=0.00024075 | t_step.max=1.09605 | min_pressure=62.3409 | max_pressure=481.117 | min_temperature=209.698 | max_temperature=459.378 | memory_usage.max=2411.38
step.max=964 | t_sim.max=0.000241 | t_step.max=1.09654 | min_pressure=84.75 | max_pressure=481.112 | min_temperature=271.363 | max_temperature=459.377 | memory_usage.max=2411.38
step.max=965 | t_sim.max=0.00024125 | t_step.max=1.09616 | min_pressure=69.8202 | max_pressure=481.106 | min_temperature=251.82 | max_temperature=459.376 | memory_usage.max=2412.62
step.max=966 | t_sim.max=0.0002415 | t_step.max=1.09677 | min_pressure=51.9359 | max_pressure=481.1 | min_temperature=206.013 | max_temperature=459.374 | memory_usage.max=2412.62
step.max=967 | t_sim.max=0.00024175 | t_step.max=1.09779 | min_pressure=35.3523 | max_pressure=481.095 | min_temperature=151.042 | max_temperature=459.373 | memory_usage.max=2412.62
step.max=968 | t_sim.max=0.000242 | t_step.max=1.09639 | min_pressure=26.2923 | max_pressure=481.089 | min_temperature=114.786 | max_temperature=459.372 | memory_usage.max=2417.81
step.max=969 | t_sim.max=0.00024225 | t_step.max=1.09619 | min_pressure=30.2756 | max_pressure=481.083 | min_temperature=125.225 | max_temperature=459.371 | memory_usage.max=2417.81
step.max=970 | t_sim.max=0.0002425 | t_step.max=1.09581 | min_pressure=49.1854 | max_pressure=481.078 | min_temperature=178.806 | max_temperature=459.37 | memory_usage.max=2419.75
step.max=971 | t_sim.max=0.00024275 | t_step.max=1.09584 | min_pressure=81.3679 | max_pressure=481.072 | min_temperature=243.788 | max_temperature=459.368 | memory_usage.max=2419.75
step.max=972 | t_sim.max=0.000243 | t_step.max=1.09673 | min_pressure=77.1503 | max_pressure=481.066 | min_temperature=266.646 | max_temperature=459.367 | memory_usage.max=2423.75
step.max=973 | t_sim.max=0.00024325 | t_step.max=1.0969 | min_pressure=60.2645 | max_pressure=481.06 | min_temperature=229.045 | max_temperature=459.366 | memory_usage.max=2423.75
step.max=974 | t_sim.max=0.0002435 | t_step.max=1.09668 | min_pressure=42.3894 | max_pressure=481.055 | min_temperature=175.877 | max_temperature=459.365 | memory_usage.max=2427.19
step.max=975 | t_sim.max=0.00024375 | t_step.max=1.09662 | min_pressure=29.0929 | max_pressure=481.049 | min_temperature=126.82 | max_temperature=459.363 | memory_usage.max=2427.19
step.max=976 | t_sim.max=0.000244 | t_step.max=1.09655 | min_pressure=26.6154 | max_pressure=481.043 | min_temperature=113.965 | max_temperature=459.362 | memory_usage.max=2427.19
step.max=977 | t_sim.max=0.00024425 | t_step.max=1.09634 | min_pressure=38.7712 | max_pressure=481.038 | min_temperature=150.713 | max_temperature=459.361 | memory_usage.max=2431.31
step.max=978 | t_sim.max=0.0002445 | t_step.max=1.09599 | min_pressure=65.1412 | max_pressure=481.032 | min_temperature=215.688 | max_temperature=459.36 | memory_usage.max=2431.31
step.max=979 | t_sim.max=0.00024475 | t_step.max=1.09606 | min_pressure=83.617 | max_pressure=481.026 | min_temperature=276.532 | max_temperature=459.359 | memory_usage.max=2435.19
step.max=980 | t_sim.max=0.000245 | t_step.max=1.09704 | min_pressure=68.3327 | max_pressure=481.021 | min_temperature=248.529 | max_temperature=459.357 | memory_usage.max=2435.19
step.max=981 | t_sim.max=0.00024525 | t_step.max=1.09716 | min_pressure=50.3498 | max_pressure=481.015 | min_temperature=201.283 | max_temperature=459.356 | memory_usage.max=2435.19
step.max=982 | t_sim.max=0.0002455 | t_step.max=1.09713 | min_pressure=34.1607 | max_pressure=481.009 | min_temperature=146.601 | max_temperature=459.355 | memory_usage.max=2439.31
step.max=983 | t_sim.max=0.00024575 | t_step.max=1.09695 | min_pressure=26.0534 | max_pressure=481.004 | min_temperature=113.573 | max_temperature=459.354 | memory_usage.max=2439.31
step.max=984 | t_sim.max=0.000246 | t_step.max=1.09699 | min_pressure=31.3341 | max_pressure=480.998 | min_temperature=128.507 | max_temperature=459.352 | memory_usage.max=2439.31
step.max=985 | t_sim.max=0.00024625 | t_step.max=1.09642 | min_pressure=51.4985 | max_pressure=480.992 | min_temperature=184.586 | max_temperature=459.351 | memory_usage.max=2443.44
step.max=986 | t_sim.max=0.0002465 | t_step.max=1.09575 | min_pressure=84.5498 | max_pressure=480.987 | min_temperature=249.041 | max_temperature=459.35 | memory_usage.max=2443.44
step.max=987 | t_sim.max=0.00024675 | t_step.max=1.09591 | min_pressure=75.8026 | max_pressure=480.981 | min_temperature=264.089 | max_temperature=459.349 | memory_usage.max=2447.56
step.max=988 | t_sim.max=0.000247 | t_step.max=1.09698 | min_pressure=58.6661 | max_pressure=480.975 | min_temperature=224.856 | max_temperature=459.348 | memory_usage.max=2447.56
step.max=989 | t_sim.max=0.00024725 | t_step.max=1.09639 | min_pressure=40.9379 | max_pressure=480.97 | min_temperature=170.942 | max_temperature=459.346 | memory_usage.max=2447.56
step.max=990 | t_sim.max=0.0002475 | t_step.max=1.09688 | min_pressure=28.3509 | max_pressure=480.964 | min_temperature=123.772 | max_temperature=459.345 | memory_usage.max=2451.62
step.max=991 | t_sim.max=0.00024775 | t_step.max=1.11173 | min_pressure=27.0621 | max_pressure=480.958 | min_temperature=115.264 | max_temperature=459.344 | memory_usage.max=2451.62
step.max=992 | t_sim.max=0.000248 | t_step.max=1.09611 | min_pressure=40.5401 | max_pressure=480.953 | min_temperature=155.728 | max_temperature=459.343 | memory_usage.max=2455.38
step.max=993 | t_sim.max=0.00024825 | t_step.max=1.09543 | min_pressure=68.0858 | max_pressure=480.947 | min_temperature=221.821 | max_temperature=459.342 | memory_usage.max=2455.38
step.max=994 | t_sim.max=0.0002485 | t_step.max=1.09642 | min_pressure=82.446 | max_pressure=480.941 | min_temperature=275.963 | max_temperature=459.34 | memory_usage.max=2458.44
step.max=995 | t_sim.max=0.00024875 | t_step.max=1.09622 | min_pressure=66.8142 | max_pressure=480.936 | min_temperature=245.076 | max_temperature=459.339 | memory_usage.max=2458.44
step.max=996 | t_sim.max=0.000249 | t_step.max=1.09515 | min_pressure=48.764 | max_pressure=480.93 | min_temperature=196.446 | max_temperature=459.338 | memory_usage.max=2458.44
step.max=997 | t_sim.max=0.00024925 | t_step.max=1.09553 | min_pressure=33.0206 | max_pressure=480.924 | min_temperature=142.286 | max_temperature=459.337 | memory_usage.max=2461.94
step.max=998 | t_sim.max=0.0002495 | t_step.max=1.09552 | min_pressure=25.9147 | max_pressure=480.919 | min_temperature=112.734 | max_temperature=459.336 | memory_usage.max=2461.94
step.max=999 | t_sim.max=0.00024975 | t_step.max=1.10308 | min_pressure=32.5127 | max_pressure=480.913 | min_temperature=132.132 | max_temperature=459.334 | memory_usage.max=2466.06
step.max=1000 | t_sim.max=0.00025 | t_step.max=1.21355 | min_pressure=53.9213 | max_pressure=480.907 | min_temperature=190.473 | max_temperature=459.333 | memory_usage.max=2467.81
step.max=1001 | t_sim.max=0.00025025 | t_step.max=1.09622 | min_pressure=87.7449 | max_pressure=480.902 | min_temperature=254.435 | max_temperature=459.332 | memory_usage.max=2474.44
step.max=1002 | t_sim.max=0.0002505 | t_step.max=1.09495 | min_pressure=74.4169 | max_pressure=480.896 | min_temperature=261.383 | max_temperature=459.331 | memory_usage.max=2474.44
step.max=1003 | t_sim.max=0.00025075 | t_step.max=1.09542 | min_pressure=57.0504 | max_pressure=480.89 | min_temperature=220.512 | max_temperature=459.329 | memory_usage.max=2474.44
step.max=1004 | t_sim.max=0.000251 | t_step.max=1.09559 | min_pressure=39.5136 | max_pressure=480.885 | min_temperature=166.008 | max_temperature=459.328 | memory_usage.max=2474.44
step.max=1005 | t_sim.max=0.00025125 | t_step.max=1.09816 | min_pressure=27.6892 | max_pressure=480.879 | min_temperature=121.004 | max_temperature=459.327 | memory_usage.max=2477.25
step.max=1006 | t_sim.max=0.0002515 | t_step.max=1.09535 | min_pressure=27.6247 | max_pressure=480.874 | min_temperature=116.963 | max_temperature=459.326 | memory_usage.max=2478.56
step.max=1007 | t_sim.max=0.00025175 | t_step.max=1.09538 | min_pressure=42.4252 | max_pressure=480.868 | min_temperature=160.959 | max_temperature=459.325 | memory_usage.max=2478.56
step.max=1008 | t_sim.max=0.000252 | t_step.max=1.0948 | min_pressure=71.1276 | max_pressure=480.862 | min_temperature=227.246 | max_temperature=459.323 | memory_usage.max=2482.06
step.max=1009 | t_sim.max=0.00025225 | t_step.max=1.09616 | min_pressure=81.2328 | max_pressure=480.857 | min_temperature=273.933 | max_temperature=459.322 | memory_usage.max=2482.06
step.max=1010 | t_sim.max=0.0002525 | t_step.max=1.09698 | min_pressure=65.2665 | max_pressure=480.851 | min_temperature=241.453 | max_temperature=459.321 | memory_usage.max=2482.06
step.max=1011 | t_sim.max=0.00025275 | t_step.max=1.09551 | min_pressure=47.1875 | max_pressure=480.845 | min_temperature=191.527 | max_temperature=459.32 | memory_usage.max=2487.56
step.max=1012 | t_sim.max=0.000253 | t_step.max=1.09525 | min_pressure=31.9446 | max_pressure=480.84 | min_temperature=138.149 | max_temperature=459.319 | memory_usage.max=2487.56
step.max=1013 | t_sim.max=0.00025325 | t_step.max=1.0952 | min_pressure=25.8874 | max_pressure=480.834 | min_temperature=112.309 | max_temperature=459.317 | memory_usage.max=2487.56
step.max=1014 | t_sim.max=0.0002535 | t_step.max=1.09515 | min_pressure=33.8175 | max_pressure=480.829 | min_temperature=136.103 | max_temperature=459.316 | memory_usage.max=2487.56
step.max=1015 | t_sim.max=0.00025375 | t_step.max=1.09587 | min_pressure=56.4561 | max_pressure=480.823 | min_temperature=196.456 | max_temperature=459.315 | memory_usage.max=2489.69
step.max=1016 | t_sim.max=0.000254 | t_step.max=1.09566 | min_pressure=87.1182 | max_pressure=480.817 | min_temperature=259.801 | max_temperature=459.314 | memory_usage.max=2489.69
step.max=1017 | t_sim.max=0.00025425 | t_step.max=1.09618 | min_pressure=72.9937 | max_pressure=480.812 | min_temperature=258.518 | max_temperature=459.313 | memory_usage.max=2493.25
step.max=1018 | t_sim.max=0.0002545 | t_step.max=1.09651 | min_pressure=55.4247 | max_pressure=480.806 | min_temperature=216.026 | max_temperature=459.311 | memory_usage.max=2493.25
step.max=1019 | t_sim.max=0.00025475 | t_step.max=1.09696 | min_pressure=38.1294 | max_pressure=480.8 | min_temperature=161.123 | max_temperature=459.31 | memory_usage.max=2493.25
step.max=1020 | t_sim.max=0.000255 | t_step.max=1.09654 | min_pressure=27.1216 | max_pressure=480.795 | min_temperature=118.573 | max_temperature=459.309 | memory_usage.max=2497.38
step.max=1021 | t_sim.max=0.00025525 | t_step.max=1.09642 | min_pressure=28.3131 | max_pressure=480.789 | min_temperature=119.086 | max_temperature=459.308 | memory_usage.max=2497.38
step.max=1022 | t_sim.max=0.0002555 | t_step.max=1.09569 | min_pressure=44.4318 | max_pressure=480.784 | min_temperature=166.402 | max_temperature=459.307 | memory_usage.max=2501.5
step.max=1023 | t_sim.max=0.00025575 | t_step.max=1.0952 | min_pressure=74.2684 | max_pressure=480.778 | min_temperature=232.419 | max_temperature=459.305 | memory_usage.max=2501.5
step.max=1024 | t_sim.max=0.000256 | t_step.max=1.09541 | min_pressure=79.9757 | max_pressure=480.772 | min_temperature=271.763 | max_temperature=459.304 | memory_usage.max=2501.5
step.max=1025 | t_sim.max=0.00025625 | t_step.max=1.09626 | min_pressure=63.6919 | max_pressure=480.767 | min_temperature=237.662 | max_temperature=459.303 | memory_usage.max=2505.38
step.max=1026 | t_sim.max=0.0002565 | t_step.max=1.09612 | min_pressure=45.626 | max_pressure=480.761 | min_temperature=186.547 | max_temperature=459.302 | memory_usage.max=2505.38
step.max=1027 | t_sim.max=0.00025675 | t_step.max=1.09556 | min_pressure=30.9395 | max_pressure=480.756 | min_temperature=134.222 | max_temperature=459.301 | memory_usage.max=2509.5
step.max=1028 | t_sim.max=0.000257 | t_step.max=1.09606 | min_pressure=25.9764 | max_pressure=480.75 | min_temperature=112.314 | max_temperature=459.299 | memory_usage.max=2509.5
step.max=1029 | t_sim.max=0.00025725 | t_step.max=1.09629 | min_pressure=35.2494 | max_pressure=480.744 | min_temperature=140.402 | max_temperature=459.298 | memory_usage.max=2509.5
step.max=1030 | t_sim.max=0.0002575 | t_step.max=1.09607 | min_pressure=59.1016 | max_pressure=480.739 | min_temperature=202.515 | max_temperature=459.297 | memory_usage.max=2513.62
step.max=1031 | t_sim.max=0.00025775 | t_step.max=1.09622 | min_pressure=86.044 | max_pressure=480.733 | min_temperature=265.129 | max_temperature=459.296 | memory_usage.max=2513.62
step.max=1032 | t_sim.max=0.000258 | t_step.max=1.09711 | min_pressure=71.536 | max_pressure=480.728 | min_temperature=255.493 | max_temperature=459.295 | memory_usage.max=2513.62
step.max=1033 | t_sim.max=0.00025825 | t_step.max=1.09667 | min_pressure=53.795 | max_pressure=480.722 | min_temperature=211.413 | max_temperature=459.293 | memory_usage.max=2517.75
step.max=1034 | t_sim.max=0.0002585 | t_step.max=1.09687 | min_pressure=36.7923 | max_pressure=480.716 | min_temperature=156.317 | max_temperature=459.292 | memory_usage.max=2517.75
step.max=1035 | t_sim.max=0.00025875 | t_step.max=1.09585 | min_pressure=26.6544 | max_pressure=480.711 | min_temperature=116.507 | max_temperature=459.291 | memory_usage.max=2521.81
step.max=1036 | t_sim.max=0.000259 | t_step.max=1.11309 | min_pressure=29.1297 | max_pressure=480.705 | min_temperature=121.629 | max_temperature=459.29 | memory_usage.max=2521.81
step.max=1037 | t_sim.max=0.00025925 | t_step.max=1.09659 | min_pressure=46.5588 | max_pressure=480.7 | min_temperature=172.031 | max_temperature=459.289 | memory_usage.max=2524.88
step.max=1038 | t_sim.max=0.0002595 | t_step.max=1.09605 | min_pressure=77.5054 | max_pressure=480.694 | min_temperature=237.624 | max_temperature=459.287 | memory_usage.max=2524.88
step.max=1039 | t_sim.max=0.00025975 | t_step.max=1.09575 | min_pressure=78.68 | max_pressure=480.688 | min_temperature=269.455 | max_temperature=459.286 | memory_usage.max=2524.88
step.max=1040 | t_sim.max=0.00026 | t_step.max=1.09636 | min_pressure=62.0981 | max_pressure=480.683 | min_temperature=233.715 | max_temperature=459.285 | memory_usage.max=2528.56
step.max=1041 | t_sim.max=0.00026025 | t_step.max=1.09667 | min_pressure=44.0883 | max_pressure=480.677 | min_temperature=181.534 | max_temperature=459.284 | memory_usage.max=2528.56
step.max=1042 | t_sim.max=0.0002605 | t_step.max=1.09637 | min_pressure=30.0128 | max_pressure=480.672 | min_temperature=130.543 | max_temperature=459.283 | memory_usage.max=2532.69
step.max=1043 | t_sim.max=0.00026075 | t_step.max=1.10123 | min_pressure=26.186 | max_pressure=480.666 | min_temperature=112.759 | max_temperature=459.281 | memory_usage.max=2532.69
step.max=1044 | t_sim.max=0.000261 | t_step.max=1.0962 | min_pressure=36.8084 | max_pressure=480.66 | min_temperature=145.009 | max_temperature=459.28 | memory_usage.max=2535.31
step.max=1045 | t_sim.max=0.00026125 | t_step.max=1.09557 | min_pressure=61.8557 | max_pressure=480.655 | min_temperature=208.628 | max_temperature=459.279 | memory_usage.max=2536.44
step.max=1046 | t_sim.max=0.0002615 | t_step.max=1.09602 | min_pressure=84.9289 | max_pressure=480.649 | min_temperature=270.451 | max_temperature=459.278 | memory_usage.max=2538.94
step.max=1047 | t_sim.max=0.00026175 | t_step.max=1.09623 | min_pressure=70.0472 | max_pressure=480.644 | min_temperature=252.308 | max_temperature=459.277 | memory_usage.max=2538.94
step.max=1048 | t_sim.max=0.000262 | t_step.max=1.09914 | min_pressure=52.167 | max_pressure=480.638 | min_temperature=206.689 | max_temperature=459.275 | memory_usage.max=2538.94
step.max=1049 | t_sim.max=0.00026225 | t_step.max=1.09663 | min_pressure=35.5093 | max_pressure=480.633 | min_temperature=151.624 | max_temperature=459.274 | memory_usage.max=2543.69
step.max=1050 | t_sim.max=0.0002625 | t_step.max=1.21464 | min_pressure=26.2925 | max_pressure=480.627 | min_temperature=114.829 | max_temperature=459.273 | memory_usage.max=2543.69
step.max=1051 | t_sim.max=0.00026275 | t_step.max=1.09589 | min_pressure=30.0755 | max_pressure=480.621 | min_temperature=124.578 | max_temperature=459.272 | memory_usage.max=2551.31
